,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
11505,11505,941,23,Not for me,"I ordered this to arrive at my store and was so excited to try it on. it was soft and cuddly, but a little baggy under the arms, and it shed everywhere. underwhelmed.",3,0,2,General,Tops,Sweaters
23097,23097,861,37,Large loose thin flutter tee,"This tee is cute and unusual and i am sure i will wear it pretty often. i do wish i had ordered a size smaller than my normal large, but i am waiting for it to shrink in the wash a bit. the material is thin and it certainly doesn't feel like it is worth the price tag. i got it on sale and still think it is only worth about 20$.",4,1,1,General Petite,Tops,Knits
1967,1967,1009,57,Mustard,"1. i'm 5'5"" tall, 145 lbs, and 38-32-40. i'm normally a size 10, but i took a 12 in this skirt.

2. it's comfortable and has pockets that you can really put your hands in.

3. sits at high waist. hem hits below the knee.

4. i didn't like the buttons. they are very round and stick out quite far. they are also mismatched. i would have liked them better if they were flatter.

5. i also didn't like the mustard color. it's unflattering to me.",4,1,8,General Petite,Bottoms,Skirts
9697,9697,1077,29,Dress up or down,"I don't usually write reviews, but i loved this dress in the store and would have passed it right over online. the skirt is a charcoal color and the top is an antique white. it gives the appearance of a separate crop top. i would usually wear a small (5'2"" and 125 lbs.). i'm wearing a small in the photo, but ended up going back for an xs. the dress could go more casual with flats or boots and a scarf, or dressier with heels and jewelry. i think i'll get a lot of use out of it.",5,1,1,General,Dresses,Dresses
208,208,895,40,,"Gorgeous top, very nice. detail work, soft and flattering. i don't think its too full on the bottom at all - mine has a loose but pretty straight silhouette. word of warning: soft pink is not pink it is peach with some pink - and definitely not my color. if peach isn't flattering on you, heed this and other reviewers comments they are weighing correctly! i will have to either return for the white or dye the fabric myself to a more flattering shade, bummer that i thought the other reviewers might",5,1,0,General,Tops,Fine gauge
5266,5266,1033,34,Great pants,These are awesome! i have the pink which is a very light faded sort of color. they are beautiful and very nice quality. they are slimmer and stretchier then i imagined but very flattering.,5,1,0,General,Bottoms,Jeans
62,62,862,28,Must have,I recently got this on sale after looking at it forever on my wish list. i'm so happy with it. its very comfortable and just long enough for my torso (5'3). the pattern on the front is very flattering.,5,1,0,General,Tops,Knits
595,595,1060,25,Slimmingly perfect!,"I am 5'2"" 125 pounds and i bought the 4p. the fabric is high quality and does not cling at all but instead drapes and in a very flattering way. add that to the cut of this jumpsuit and you have elongating, very flattering lines. i could not be more pleased and regret not having bought this item earlier, since i would have enjoyed wearing it during the holidays. as other reviewers said, it is adorable and a winner.",5,1,0,General,Bottoms,Pants
18187,18187,1087,65,Disappointing,"I really wanted to love this dress. i thought i might be able to dress it up for a wedding i'm attending, but it was kind of a serious no go. first off, i ordered a petite size, but it was still longer than on the model--i'm 5'5', so not even technically petite, but i thought it might be a better length for me that way. it was not a great length, and the pleats and pockets (which would be great in theory) make the skirt fully (and pouffier at the waist) than i would have liked. i love the way th",3,0,6,General,Dresses,Dresses
17170,17170,864,34,Love it!,I am in love with this top. i was a little nervous because i'm on the bustier side (34d/dd) but it works for me so i say give it a shot--you never know. i'm hoping for more tops like this in the fall line.,5,1,0,General,Tops,Knits
9674,9674,828,36,Uniquely soft plaid shirt,Beautiful blend of colors and the texture of the shirt is so soft...perfect fall weather garment!,5,1,1,General Petite,Tops,Blouses
9779,9779,933,64,,"Great style and fit. will look great with jeans, skirt or leggings!",5,1,1,General Petite,Tops,Sweaters
21560,21560,864,29,Soft lace top,"What a cute top! it's a little on the short side for me (5'7"") but i'm keeping it because it is so pretty. the lace is lightweight and delicate but seems like it will hold up pretty well. trying to decide what to wear under it, but i think it could look cute with a cami for work, or even a cute bra that has some coverage for super casual days. the lace is completely sheer but doesn't feel as revealing as i would expect. would be super cute over a swim top with jean shorts and sandals...wish i li",5,1,7,General,Tops,Knits
5683,5683,1078,41,Odd fit,"I was excited to receive this dress because it seemed like a beautiful, breezy dress for summer. unfortunately i didn't find the fit to be very flattering. as two other reviewers mentioned there is too much fabric creating an odd bunching especially at the back waistline. i also found the dress to be a little tight across the bustline, upper arms and shoulders. the bunching can be improved by pulling the fabric of the dress forward in the front but this creates more of a plunging neckline than i",3,0,6,General,Dresses,Dresses
14798,14798,1094,37,Fits perfectly,"I'm small--5'1"" and 90 lbs--and the petite xxs fits really well. the fabric feels soft, too. i can't wait for warmer weather so i can wear this.",5,1,6,General Petite,Dresses,Dresses
15739,15739,862,49,Arm holes too big,"I likded this but tried it in two sizes and it was still too big in the armpit. my bra showed. i am about a d cup, smallish in other proportions (125, 5'6"") and no bra worked with this so that i wouldn't have to worry about my bra showing. nice fabric and drape. maybe good for someone who doesn't need a bra?",3,0,1,General Petite,Tops,Knits
3649,3649,854,44,Runs huge!,"I bought the tiny brand ""cassia"" tank last week in a small, and it fits beautifully. i ordered this ""sorcha"" tank in a small as well and it is huge! i am very sad about the huge size difference. look closely at the photos... the fabric twists as it goes over the shoulders to the back....it is quite bulky. hard to tell if that would minimize in a smaller size. my store doesn't carry this item so i can't easily try another.",3,0,4,General,Tops,Knits
6533,6533,1020,57,Cool summer skirt.,"1. i'm 5'5"" tall, 145 lbs, and 38-32-40. i wear a size 30 in hyphen chinos and they are loose. i could get in a size 10, but i felt the stretchiness made it look like it was pulling slightly. i decided to get the size 12 even though it was a hair loose.

2. the skirt hem is right above my knees. it's not as short as it appears on the model.

3. the back pockets are sewn shut, so they won't sag.

4. my only complaint is that the hook and eye at the waist pulls away funny, but i'm going to t",4,1,10,General,Bottoms,Skirts
4372,4372,1078,39,Gorgeous dress,I absolutely love this dress. it's great quality and fits perfectly.,5,1,0,General,Dresses,Dresses
21401,21401,884,29,Huge,"This is absolutely huge.  it felt like it was at least 2 sizes too big - the empire waist wasn't even semi- fit.  36d chest and size small was like a tent.  however, the embroidery was beautiful",3,1,0,General Petite,Tops,Knits
12649,12649,866,35,Cute top,"The lace front is more detailed than i expected, but in a good way. the sleeves are softer on the outside, but the inside is not too scratchy as others have said, in my opinion. it is comfy but i feel that the lace part is fragile and i will need to be mindful of where i'm sitting when wearing it. not a deal breaker though...",4,1,0,General,Tops,Knits
