,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
11931,11931,829,44,,I eyed this for so long hoping it would go on sale. i finally bought it during the 20% off retailer members day. sized up from my usual size 4 to avoid the buttons on the bust looking like they were about to burst free. the rest still fits way. i absolutely cannot wait for the next rainy day to wear this!,5,1,1,General Petite,Tops,Blouses
9495,9495,1094,44,,This dress is so pretty and the neckline is darling!,5,1,3,General Petite,Dresses,Dresses
5619,5619,1081,46,"Beautiful fabric, perfect fit","I was a little hesitant to order this dress due to the cotton/polyester blend...not generally a fan of poly for summer. it is high quality though, very soft, lightweight and lays beautifully. it's not see through either, which seems like a rare find in clothing lately. the embroidery is very well done too, and i think it adds just the right touch of feminine, while not being overly ""precious"". it does run small by a whole size, which i've found to be typical of eva franco dresses. i am usually a",5,1,15,General,Dresses,Dresses
2973,2973,1094,57,Perfect little dress,"This is the perfect dress for going out and wearing to work (with a jacket or sweater and boots). it fits perfectly across the bust and waist and then has enough room to glide over the hips.
the material is structured enough to give me a nice curvy shape and the embroidery is well done and beautiful. my husband picked this out from the catalog and loved it on me as well.",5,1,4,General,Dresses,Dresses
16376,16376,1022,34,Great alternative to black pants,"I really like these. they're not too distressed, and the frayed ankle looks great. not too casual that you couldn't wear them to the office. the length is perfect on me, (i'm 5'1) i can wear them with sandals and booties without having to roll them up. they do run about one size small. i'm 5'1, 120 lbs, a slightly curvey petite and the 27 fit best,.",4,1,4,General,Bottoms,Jeans
21766,21766,863,28,Great layering staple,"This will be my go-to shirt for fall! its a great layering piece with just enough detail to make it different than a plain crew neck long sleeve...the neckline is unique & the slit in the back of the shirt adds interest. fit is slim, nicely tailored which makes it perfect for layering. i will likely purchase more colors once on sale! i purchased the dark grey and color is just as expected. my only drawback is how thin the material is - i can see it getting snags or holes easily, but i will deal",5,1,1,General Petite,Tops,Knits
2750,2750,1094,39,,"I usually have to order a size up in ranna gill dresses because of tight bodices. i did this time and it's too big, so i would stay tts or size down depending on your bust size. color is more moss/olive (green with a gray undertone) than shown online. no liner and the fabric is a smooth polyester that feels more summer weight than autumn. gorgeous embroidery on the chest. teeny tiny neck button closure and fussy side zip. i am 5'3"" and purchased petite but it is still too long unless i wear my f",4,1,6,General Petite,Dresses,Dresses
19121,19121,1121,31,"Beautiful, dramatic trench, but impractical upkeep","This trench is beautiful, with a lovely, swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it, but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench, and i imagine that all those little pleats will have to be ironed too. i don't have the time for that, and for this much money, i wou",3,0,5,General,Jackets,Outerwear
18031,18031,1094,36,Comfy dress but...,"I'm being eyeballing this dress for quite a while, finally i decided to jump on it and i was so ansy to receive it in the mail, finally arrived and some how wasn't what i was expecting, the front part has 2 pieces of fabric attached to the sides of the dress that wrap around your waist making that effect you see on the model. to be honest i didn't like that at all, i think they ruined the dress with that, the dress is very comfortable feeling, the fabric is super soft i can imagine wearing this",4,1,0,General,Dresses,Dresses
19406,19406,873,55,Comfy and pretty!,Saw this tee on line and thought i'd give it a shot - the fit is very complimentary and the material is heavenly! i get lots of raves about the casual yet pretty style too. great shirt!,5,1,0,General Petite,Tops,Knits
17455,17455,833,46,"Looks good in person, shrunk a lot","I bought this in size xl and it initially fit me similarly to the model. but, once i washed it (in cold in my machine, reshaped and air-dried), it was so much smaller/shorter. i loved the embroidery on the top. the mix of pattern colors is great too. i like when blues and blacks are mixed together. i don't know how i could have prevented the shrinking. i now throw on a shrug or jacket over to hide the shorter length. still stylish and fun.",4,1,0,General Petite,Tops,Blouses
21125,21125,863,42,Great staple,I am super happy with the t-shirt....it fits true to size and the cut outs are a great detail!! i'm thinking about buying another!!,5,1,0,General,Tops,Knits
13601,13601,1104,30,"So, so small!",I was so ready to love this dress but it runs extremely small - like you should maybe purchase a size 2 sizes bigger than what you normally wear.,3,0,4,General,Dresses,Dresses
14244,14244,867,34,Finally a white top that isn't boxy and sheer!,"I agree with the other reviewer -- it's refreshing to find a top that isn't all baggy or sheer, which seems to be the current trend right now.
_______
pros:
- lots of stretch. this was so comfortable and the rayon lining inside really makes this breathable.
- the ruched detailing, sleeves and overall length is great.
- no cami needed with the white. i see in the pics on the model that appears to be cami underneath. i wrote a nude bra and didn't have an issue at the front because it's two la",4,1,12,General,Tops,Knits
4465,4465,107,39,Blue/grey color is fantastic,"The blue looks a lot more grey in person and i've gotten several compliments wearing it with black leggings and grey booties. the texture/print is really unique. i'm 5' 11"" 135 pounds and a small fits perfect. highly recommend!!",5,1,0,Initmates,Intimate,Sleep
5477,5477,909,56,Easy flattery,"Flattering even for a 50+ year old body. the lavender is subtle and pretty (it's a blue-ish color) and the sweater skims the body nicely. i have a broad back and some delicate sweaters make me look unwieldy; this one is minimizing. sleeves are long, but not too much so. i usually wear an 8 and the m fits well.",4,1,5,General,Tops,Fine gauge
3230,3230,945,56,Cozy yet stylish,"This ia a long boiled wool vest with some spandex in it. it is very soft and cozy. i went with the m/l cause i preferred the longer length, even though i also fit in the xs/s. 
i have worn it many times, and my favorite way to wear it is with skinny jeans tucked into cowboy boots paired with a black lace top and a cool necklace. when i am hanging out at home in yoga pants and slippers, i throw it on when i get cold-its like a cozy hug. i highly recommend!",5,1,1,General,Tops,Sweaters
16597,16597,1027,39,Love these!,This is the 4th pair of current/elliot jeans i've bought.  i'm 5'4 so the length is perfect for flats.  they are so soft and cozy. wish they had a design on the pockets but love them none the less!,5,1,0,General,Bottoms,Jeans
